City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
317,erzin,TR,36.96,36.2,84.99,81,23,8.01,few clouds,0.0,0
318,vung tau,VN,10.35,107.08,84.72,77,36,13.31,scattered clouds,0.0,0
319,sulangan,PH,11.14,123.72,82.72,79,99,13.69,light rain,0.67,0
320,tecoanapa,MX,16.52,-98.75,75.96,85,88,3.83,overcast clouds,0.0,0
321,praia,CV,14.92,-23.51,84.2,66,40,13.87,scattered clouds,0.0,0
322,saint-augustin,CA,51.23,-58.65,60.69,79,84,10.33,broken clouds,0.0,0
323,avera,US,33.19,-82.53,77.0,100,1,4.7,clear sky,0.0,0
324,havre-saint-pierre,CA,50.23,-63.6,59.0,100,90,12.75,overcast clouds,0.0,0
325,kasongo,CD,-4.45,26.67,98.67,14,0,4.23,clear sky,0.0,0
326,souillac,MU,-20.52,57.52,75.2,73,40,8.05,shower rain,0.0,0
327,yumen,CN,40.28,97.2,87.03,14,99,29.01,overcast clouds,0.0,0
328,cidreira,BR,-30.18,-50.21,53.71,90,100,11.45,light rain,0.8,0
329,marienburg,PL,54.04,19.03,84.0,49,96,3.0,overcast clouds,0.0,0
330,gimli,CA,50.63,-96.99,60.01,99,5,10.96,clear sky,0.0,0
331,alice springs,AU,-23.7,133.88,51.8,37,0,4.7,clear sky,0.0,0
332,trinidad,BO,-14.83,-64.9,69.8,94,0,2.19,clear sky,0.0,0
333,torrington,US,41.8,-73.12,81.0,79,5,3.0,clear sky,0.0,0
334,kralendijk,BQ,12.15,-68.27,84.2,79,44,4.7,scattered clouds,0.0,0
335,bowen,AU,-20.02,148.23,55.99,87,0,5.82,clear sky,0.0,0
336,alyangula,AU,-13.85,136.42,62.6,67,8,13.76,clear sky,0.0,0
337,vysokogornyy,RU,50.12,139.15,58.59,90,94,2.48,overcast clouds,0.0,0
338,belawan,ID,3.78,98.68,75.2,100,75,4.7,thunderstorm with light rain,0.0,0
339,sisimiut,GL,66.94,-53.67,44.4,77,17,4.76,few clouds,0.0,0
340,guarenas,VE,10.47,-66.61,73.99,72,3,0.2,clear sky,0.0,0
341,tigil,RU,57.8,158.67,48.02,96,3,3.2,clear sky,0.0,0
342,moyale,KE,3.52,39.06,72.91,62,99,14.32,overcast clouds,0.0,0
343,boulder city,US,35.98,-114.83,80.01,23,1,5.82,clear sky,0.0,0
344,kalmunai,LK,7.42,81.82,75.61,88,100,8.05,light rain,0.24,0
345,nioki,CD,-2.72,17.68,97.81,27,0,4.16,clear sky,0.0,0
346,yerofey pavlovich,RU,53.97,121.97,70.59,76,52,2.44,broken clouds,0.0,0
347,san fernando,PH,15.03,120.69,86.0,88,90,6.93,thunderstorm,0.0,0
348,isangel,VU,-19.55,169.27,74.07,75,44,19.17,scattered clouds,0.0,0
349,tabas,IR,33.6,56.92,111.2,7,0,9.17,clear sky,0.0,0
350,bongandanga,CD,1.5,21.05,90.36,44,8,5.08,clear sky,0.0,0
351,reforma,MX,18.1,-91.02,74.25,94,100,5.32,overcast clouds,0.0,0
352,kitimat,CA,54.05,-128.65,52.95,81,15,0.31,few clouds,0.0,0
353,rawson,AR,-43.3,-65.1,37.38,79,0,10.22,clear sky,0.0,0
354,la ronge,CA,55.1,-105.28,51.8,93,5,4.7,clear sky,0.0,0
355,rio gallegos,AR,-51.62,-69.22,35.6,69,69,24.16,broken clouds,0.0,0
356,christchurch,NZ,-43.53,172.63,43.0,93,100,3.36,overcast clouds,0.0,0
357,antofagasta,CL,-23.65,-70.4,53.6,76,90,1.12,overcast clouds,0.0,0
358,ribeira grande,PT,38.52,-28.7,75.2,88,40,4.7,scattered clouds,0.0,0
359,tautira,PF,-17.73,-149.15,77.0,78,40,10.29,scattered clouds,0.0,0
360,sioux lookout,CA,50.1,-91.92,60.8,87,75,8.05,broken clouds,0.0,0
361,teguise,ES,29.06,-13.56,82.4,58,20,25.28,few clouds,0.0,0
362,vao,NC,-22.67,167.48,72.19,79,97,25.86,overcast clouds,0.0,0
363,denpasar,ID,-8.65,115.22,78.8,83,20,11.41,few clouds,0.0,0
364,concepcion del oro,MX,24.63,-101.42,56.61,97,100,6.96,overcast clouds,0.0,0
365,urmary,RU,55.68,47.94,77.0,41,20,6.71,thunderstorm,0.0,0
366,pacific grove,US,36.62,-121.92,57.0,95,10,5.32,clear sky,0.0,0
367,mormugao,IN,15.4,73.8,84.2,79,75,11.41,broken clouds,0.0,0
368,hualmay,PE,-11.1,-77.61,58.57,82,66,4.59,broken clouds,0.0,0
369,kano,NG,12.0,8.52,90.61,45,6,8.03,clear sky,0.0,0
370,comodoro rivadavia,AR,-45.87,-67.5,37.4,64,0,10.29,clear sky,0.0,0
371,doha,QA,25.29,51.53,105.01,48,24,9.17,few clouds,0.0,0
372,nolinsk,RU,57.56,49.94,74.14,64,37,6.15,light rain,0.72,0
373,mecca,SA,21.43,39.83,100.04,36,75,14.25,broken clouds,0.0,0
374,flinders,AU,-34.58,150.86,61.0,72,93,3.0,overcast clouds,0.0,0
375,gamba,GA,-2.65,10.0,77.67,66,57,10.36,broken clouds,0.0,0
376,hailey,US,43.52,-114.32,62.6,63,90,8.05,light intensity drizzle,0.0,0
377,rajaldesar,IN,28.03,74.47,99.61,37,63,14.0,broken clouds,0.0,0
378,scarborough,GB,54.28,-0.4,63.0,62,12,4.0,few clouds,0.0,0
379,balkhash,KZ,46.84,74.98,86.0,25,20,22.37,few clouds,0.0,0
380,langres,FR,47.83,5.33,75.2,57,75,13.87,broken clouds,0.0,0
381,yulara,AU,-25.24,130.99,50.0,31,0,5.82,clear sky,0.0,0
382,nantucket,US,41.28,-70.1,78.01,88,1,11.41,clear sky,0.0,0
383,falam,MM,22.92,93.68,66.6,100,100,1.32,light rain,0.97,0
384,vernon,CA,50.26,-119.27,60.01,77,1,3.36,clear sky,0.0,0
385,abeche,TD,13.83,20.83,91.45,45,98,12.55,overcast clouds,0.0,0
386,presidente olegario,BR,-18.42,-46.42,66.0,52,13,5.57,few clouds,0.0,0
387,sikonge,TZ,-5.63,32.77,82.4,37,20,11.41,few clouds,0.0,0
388,beaune,FR,47.08,4.75,80.6,57,75,13.87,broken clouds,0.0,0
389,bathurst,AU,-33.42,149.58,48.0,91,29,3.31,scattered clouds,0.0,0
390,malanje,AO,-9.54,16.34,90.77,16,0,3.58,clear sky,0.0,0
391,koulamoutou,GA,-1.13,12.47,94.33,37,2,1.95,clear sky,0.0,0
392,trat,TH,12.5,102.5,81.23,80,100,3.11,overcast clouds,0.0,0
393,dongsheng,CN,39.82,109.98,81.12,25,0,8.48,clear sky,0.0,0
394,ahipara,NZ,-35.17,173.17,53.1,84,91,8.52,overcast clouds,0.0,0
395,taltal,CL,-25.4,-70.48,57.4,52,16,1.68,few clouds,0.0,0
396,cayenne,GF,4.93,-52.33,82.4,83,77,8.93,broken clouds,0.0,0
397,tromso,NO,69.65,18.96,71.6,49,75,27.51,broken clouds,0.0,0
398,natal,BR,-5.79,-35.21,75.2,88,40,6.93,shower rain,0.0,0
399,ngong,KE,-1.36,36.66,66.2,68,75,6.93,broken clouds,0.0,0
400,meadville,US,41.64,-80.15,71.01,94,75,3.91,mist,0.0,0
401,teopisca,MX,16.52,-92.48,71.6,94,90,2.24,mist,0.0,0
402,namatanai,PG,-3.67,152.43,80.85,77,23,6.87,few clouds,0.0,0
403,cockburn town,TC,21.46,-71.14,81.99,76,6,15.84,clear sky,0.0,0
404,paamiut,GL,61.99,-49.67,45.36,92,100,1.77,light rain,0.13,0
405,otradnoye,RU,59.78,30.82,70.0,88,75,6.71,light intensity shower rain,0.0,0
406,qingyuan,CN,23.7,113.03,91.4,59,58,8.95,broken clouds,0.0,0
407,gladstone,AU,-23.85,151.25,53.6,71,0,6.93,clear sky,0.0,0
408,narsaq,GL,60.92,-46.05,50.0,76,75,3.36,broken clouds,0.0,0
409,doka,SD,13.52,35.77,81.19,66,100,12.64,overcast clouds,0.0,0
410,ornskoldsvik,SE,63.29,18.72,64.4,77,45,8.05,scattered clouds,0.0,0
411,colares,PT,38.8,-9.45,78.01,83,40,13.87,scattered clouds,0.0,0
412,kaitangata,NZ,-46.28,169.85,45.0,78,100,1.99,overcast clouds,0.0,0
413,carlsbad,US,33.16,-117.35,64.99,93,90,4.63,mist,0.0,0
414,allada,BJ,6.67,2.15,80.6,78,40,13.87,scattered clouds,0.0,0
415,sambava,MG,-14.27,50.17,77.18,72,92,13.44,overcast clouds,0.0,0
416,tilichiki,RU,60.47,166.1,50.72,88,6,3.85,clear sky,0.0,0
417,kara,TG,9.55,1.19,75.2,78,75,9.17,broken clouds,0.0,0
418,brooks,CA,50.58,-111.89,62.53,51,0,11.16,clear sky,0.0,0
419,craigieburn,AU,-37.6,144.95,48.2,93,75,4.7,broken clouds,0.0,0
420,san juan,AR,-31.54,-68.54,40.66,65,0,1.61,clear sky,0.0,0
421,shingu,JP,33.73,135.98,76.28,91,98,5.5,light rain,0.72,0
422,beyneu,KZ,45.32,55.2,90.46,15,0,11.68,clear sky,0.0,0
423,provideniya,RU,64.38,-173.3,50.47,84,45,8.37,scattered clouds,0.0,0
424,alta floresta,BR,-9.88,-56.09,74.97,43,34,4.68,scattered clouds,0.0,0
425,novyy urgal,RU,51.07,132.56,72.16,77,94,1.66,overcast clouds,0.0,0
426,bonthe,SL,7.53,-12.51,79.93,70,100,11.59,overcast clouds,0.0,0
427,kattivakkam,IN,13.22,80.32,75.2,94,90,6.93,thunderstorm with light rain,0.0,0
428,corning,US,42.14,-77.05,73.4,73,90,3.36,light rain,0.0,0
429,bocana de paiwas,NI,12.79,-85.12,72.73,92,61,5.1,broken clouds,0.0,0
430,constitucion,CL,-35.33,-72.42,40.98,70,0,9.82,clear sky,0.0,0
431,itarema,BR,-2.92,-39.92,80.4,63,1,17.4,clear sky,0.0,0
432,abashiri,JP,44.02,144.27,64.0,82,75,3.36,broken clouds,0.0,0
433,mandalgovi,MN,45.76,106.27,72.88,38,38,9.55,scattered clouds,0.0,0
434,ambilobe,MG,-13.2,49.05,85.89,48,67,4.29,broken clouds,0.0,0
435,kita,ML,13.03,-9.49,83.37,69,99,4.63,overcast clouds,0.0,0
436,mount gambier,AU,-37.83,140.77,44.6,100,96,5.82,overcast clouds,0.0,0
437,port lincoln,AU,-34.73,135.87,52.18,85,12,7.67,few clouds,0.0,0
438,kunya,NG,12.22,8.53,90.68,45,7,7.05,clear sky,0.0,0
439,muravlenko,RU,63.79,74.52,59.97,49,100,13.6,overcast clouds,0.0,0
440,lafia,NG,8.48,8.52,81.88,82,92,5.91,moderate rain,1.86,0
441,auchtermuchty,GB,56.29,-3.23,63.0,60,61,3.0,broken clouds,0.0,0
442,xambioa,BR,-6.41,-48.54,81.72,35,0,8.43,clear sky,0.0,0
443,omsukchan,RU,62.53,155.8,66.9,47,98,3.62,overcast clouds,0.0,0
444,batavia,US,41.85,-88.31,68.0,88,1,4.7,clear sky,0.0,0
445,honningsvag,NO,70.98,25.97,71.6,53,33,8.05,scattered clouds,0.0,0
446,evinayong,GQ,1.44,10.55,76.93,66,73,3.85,broken clouds,0.0,0
447,vaasa,FI,63.1,21.62,71.6,64,20,5.82,few clouds,0.0,0
448,san quintin,MX,30.48,-115.95,64.65,89,10,10.02,clear sky,0.0,0
449,wanning,CN,18.8,110.4,83.07,83,8,8.23,light rain,0.22,0
450,high level,CA,58.52,-117.14,62.6,67,75,10.29,broken clouds,0.0,0
451,la palma,US,33.85,-118.05,62.01,87,75,3.65,broken clouds,0.0,0
452,raudeberg,NO,61.99,5.14,66.2,59,75,14.99,light intensity shower rain,0.0,0
453,altamont,US,42.21,-121.74,57.99,81,1,1.05,haze,0.0,0
454,shellbrook,CA,53.22,-106.4,51.8,100,5,2.71,fog,0.0,0
455,bima,ID,-8.47,118.72,70.02,81,52,4.63,broken clouds,0.0,0
456,kununurra,AU,-15.77,128.73,60.8,26,19,1.12,few clouds,0.0,0
457,touros,BR,-5.2,-35.46,75.2,88,40,6.93,scattered clouds,0.0,0
458,lusambo,CD,-4.97,23.45,104.67,12,0,1.48,clear sky,0.0,0
459,northam,GB,51.03,-4.22,62.01,71,35,8.01,scattered clouds,0.0,0
460,visby,SE,57.64,18.3,70.0,72,100,17.22,overcast clouds,0.0,0
461,vilhena,BR,-12.74,-60.15,66.2,82,5,4.7,clear sky,0.0,0
462,kemise,ET,10.72,39.87,75.74,61,100,5.41,moderate rain,2.85,0
463,acari,PE,-15.43,-74.62,60.51,55,54,2.62,broken clouds,0.0,0
464,warmbad,NA,-28.45,18.73,81.43,14,0,14.54,clear sky,0.0,0
465,belyy yar,RU,53.6,91.39,75.2,47,27,8.95,scattered clouds,0.0,0
466,roznava,SK,48.66,20.54,82.4,54,20,13.87,few clouds,0.0,0
467,sinnar,SD,13.57,33.57,81.07,67,100,13.91,light rain,0.4,0
468,ankang,CN,32.68,109.02,69.01,51,76,3.0,broken clouds,0.0,0
469,jizan,SA,17.33,42.67,91.4,63,40,9.17,scattered clouds,0.0,0
470,kalaleh,IR,37.38,55.49,96.8,44,20,9.17,few clouds,0.0,0
471,townsville,AU,-19.25,146.8,62.01,58,0,1.12,clear sky,0.0,0
472,cantanhede,BR,-3.63,-44.38,79.74,66,0,5.39,clear sky,0.0,0
473,sola,VU,-13.88,167.55,80.74,81,78,21.99,light rain,0.92,0
474,krasnoselkup,RU,65.7,82.47,62.42,61,88,15.03,overcast clouds,0.0,0
475,deputatskiy,RU,69.3,139.9,43.74,76,99,10.85,overcast clouds,0.0,0
476,tadine,NC,-21.55,167.88,71.91,76,97,20.69,overcast clouds,0.0,0
477,nyzy,UA,50.78,34.78,82.67,47,77,10.29,broken clouds,0.0,0
478,faya,SA,18.39,42.45,77.0,57,75,18.34,broken clouds,0.0,0
479,otavi,NA,-19.65,17.33,74.28,18,0,8.79,clear sky,0.0,0
480,igrim,RU,63.19,64.42,59.41,52,99,7.0,overcast clouds,0.0,0
481,gushikawa,JP,26.35,127.87,84.2,83,75,8.05,broken clouds,0.0,0
482,poya,NC,-21.35,165.15,71.01,78,100,9.35,overcast clouds,0.0,0
483,cajati,BR,-24.74,-48.12,73.62,63,30,2.8,scattered clouds,0.0,0
484,itacoatiara,BR,-3.14,-58.44,75.2,94,0,2.19,clear sky,0.0,0
485,gobabis,NA,-22.45,18.97,73.4,15,0,5.82,clear sky,0.0,0
486,tiruppur,IN,11.1,77.35,84.2,66,40,12.75,scattered clouds,0.0,0
487,concordia,AR,-31.39,-58.02,39.2,65,22,10.29,few clouds,0.0,0
488,garachine,PA,8.06,-78.36,78.46,83,96,3.65,overcast clouds,0.0,0
489,puerto escondido,MX,15.85,-97.07,77.92,78,100,3.98,overcast clouds,0.0,0
490,pyay,MM,18.82,95.22,81.64,86,94,3.69,moderate rain,2.67,0
491,port macquarie,AU,-31.43,152.92,57.0,90,95,6.04,overcast clouds,0.0,0
492,chara,RU,56.91,118.26,72.84,61,74,6.22,broken clouds,0.0,0
493,pirgos,GR,35.12,25.72,91.0,32,0,21.0,clear sky,0.0,0
494,karasuk,RU,53.74,78.04,72.79,50,56,8.14,broken clouds,0.0,0
495,tibiri,NE,13.56,7.05,82.4,74,40,11.41,scattered clouds,0.0,0
496,stornoway,GB,58.21,-6.39,57.0,87,40,25.28,shower rain,0.0,0
497,bhabua,IN,25.05,83.62,90.63,62,100,9.33,moderate rain,1.4,0
498,plettenberg bay,ZA,-34.05,23.37,65.44,53,0,7.74,clear sky,0.0,0
499,taphan hin,TH,16.22,100.42,93.99,88,20,4.7,few clouds,0.0,0
500,vagay,RU,57.94,69.02,64.98,44,44,8.84,scattered clouds,0.0,0
501,polunochnoye,RU,60.87,60.42,68.49,40,85,4.36,overcast clouds,0.0,0
502,olinda,BR,-8.01,-34.86,82.4,61,40,13.87,scattered clouds,0.0,0
503,fontem,CM,5.47,9.88,68.54,97,98,2.8,moderate rain,1.7,0
504,broome,US,42.25,-75.83,72.0,88,75,6.93,broken clouds,0.0,0
505,port moresby,PG,-9.44,147.18,78.8,94,75,17.22,broken clouds,0.0,0
506,half moon bay,US,37.46,-122.43,60.01,93,90,2.53,light rain,0.0,0
507,ortigueira,BR,-24.21,-50.95,65.7,73,19,2.28,few clouds,0.0,0
508,college,US,64.86,-147.8,55.4,82,90,6.62,overcast clouds,0.0,0
509,nelson bay,AU,-32.72,152.15,55.4,93,40,11.41,scattered clouds,0.0,0
510,yazd,IR,31.9,54.37,105.8,9,40,9.17,scattered clouds,0.0,0
511,baru,ID,-7.05,112.39,77.22,76,0,1.36,clear sky,0.0,0
512,toyooka,JP,35.53,134.83,75.2,94,75,8.05,broken clouds,0.0,0
513,gaoua,BF,10.3,-3.25,76.17,82,100,3.58,overcast clouds,0.0,0
514,russell,US,32.35,-85.2,77.0,94,75,4.88,broken clouds,0.0,0
515,iquique,CL,-20.22,-70.14,55.4,71,90,11.41,overcast clouds,0.0,0
516,puerto madero,MX,14.72,-92.42,73.4,100,75,5.82,broken clouds,0.0,0
517,hay river,CA,60.82,-115.8,57.2,82,75,5.82,broken clouds,0.0,0
518,naliya,IN,23.27,68.83,89.51,65,46,21.14,scattered clouds,0.0,0
519,kuldur,RU,49.22,131.63,69.78,86,17,1.83,few clouds,0.0,0
520,araouane,ML,18.9,-3.53,93.38,38,98,12.68,overcast clouds,0.0,0
521,port-cartier,CA,50.03,-66.87,63.0,82,90,11.41,light intensity drizzle,0.0,0
522,oga,IT,46.46,10.35,81.0,27,0,16.11,clear sky,0.0,0
523,palmer,US,42.16,-72.33,81.0,83,20,4.14,few clouds,0.0,0
524,bangkok,TH,13.75,100.52,97.0,49,90,10.67,light rain,0.67,0
525,sabadell,ES,41.54,2.11,93.99,55,33,11.41,scattered clouds,0.0,0
526,nchelenge,ZM,-9.35,28.73,77.77,38,0,9.75,clear sky,0.0,0
527,soe,ID,-9.86,124.28,60.31,87,96,4.99,overcast clouds,0.0,0
528,luanda,AO,-8.84,13.23,78.8,65,75,9.17,broken clouds,0.0,0
529,sinnamary,GF,5.38,-52.95,79.18,81,90,8.72,overcast clouds,0.0,0
530,ust-barguzin,RU,53.45,108.98,58.87,89,100,0.78,overcast clouds,0.0,0
531,new bern,US,35.11,-77.04,80.6,83,1,9.17,clear sky,0.0,0
532,saryg-sep,RU,51.5,95.6,56.23,94,100,1.79,moderate rain,1.09,0
533,campestre,BR,-21.71,-46.25,64.53,68,19,3.91,few clouds,0.0,0
534,gravdal,NO,68.12,13.5,71.6,49,29,11.41,scattered clouds,0.0,0
535,naze,JP,28.37,129.48,82.4,88,2,3.36,clear sky,0.0,0
536,poim,RU,53.03,43.19,77.97,43,0,3.94,clear sky,0.0,0
537,calamar,CO,10.25,-74.91,82.4,88,40,4.7,scattered clouds,0.0,0
538,kayiry,UA,46.95,33.71,79.9,65,93,14.83,moderate rain,1.88,0
539,bitung,ID,1.45,125.18,77.0,94,20,2.24,few clouds,0.0,0
540,vestmannaeyjar,IS,63.44,-20.27,51.8,71,33,16.11,scattered clouds,0.0,0
541,slonim,BY,53.09,25.32,77.59,63,99,7.4,light rain,0.69,0
542,nhulunbuy,AU,-12.23,136.77,71.6,68,99,12.75,overcast clouds,0.0,0
543,virginia beach,US,36.85,-75.98,82.99,78,20,10.29,few clouds,0.0,0
544,puerto madryn,AR,-42.77,-65.04,37.26,80,0,12.3,clear sky,0.0,0
545,aloleng,PH,16.13,119.78,81.97,82,100,10.67,light rain,0.27,0
546,yining,CN,29.04,114.56,79.18,87,81,1.39,broken clouds,0.0,0
547,abu zabad,SD,12.35,29.25,78.4,73,100,12.77,light rain,0.28,0
548,angoram,PG,-4.06,144.07,75.96,94,9,2.53,light rain,0.46,0
549,byron bay,AU,-28.65,153.62,57.2,67,0,10.29,clear sky,0.0,0
550,kuala kedah,MY,6.1,100.3,84.0,88,40,2.24,thunderstorm with light rain,0.0,0
551,farafenni,GM,13.57,-15.6,84.96,69,74,5.57,broken clouds,0.0,0
552,maniitsoq,GL,65.42,-52.9,44.19,95,99,7.25,overcast clouds,0.0,0
553,aljezur,PT,37.32,-8.8,78.64,60,48,15.14,scattered clouds,0.0,0
554,ankpa,NG,7.37,7.63,80.67,77,88,11.1,moderate rain,1.06,0
555,jiaonan,CN,35.88,119.98,73.99,88,20,6.71,few clouds,0.0,0
556,clarence town,AU,-32.58,151.78,55.4,93,40,11.41,scattered clouds,0.0,0
557,asau,RO,46.43,26.4,80.01,64,23,3.18,light rain,0.28,0
558,svetlogorsk,BY,52.63,29.73,81.52,54,67,6.55,broken clouds,0.0,0
559,tahta,EG,26.77,31.5,100.4,16,4,12.75,clear sky,0.0,0
560,oksfjord,NO,70.24,22.35,75.2,64,75,4.7,broken clouds,0.0,0
561,saurimo,AO,-9.66,20.39,90.41,13,0,4.07,clear sky,0.0,0
562,riviere-au-renard,CA,49.0,-64.4,66.2,82,90,6.93,overcast clouds,0.0,0
563,gari,RU,59.43,62.35,66.87,46,97,7.61,overcast clouds,0.0,0
